message,severity,attributes,tags,timestamp
"    return self.main(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098399203Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1353, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098401733Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098404193Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1490, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098408203Z
"    return ctx.invoke(self.callback, **ctx.params)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098408893Z
    rv = self.invoke(ctx),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098412053Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098416883Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 907, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098424863Z
"    return callback(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098432803Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098440643Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 440, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098447783Z
    run(,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098456752Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 609, in run",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098463362Z
    config.load_app(),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098470252Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/config.py"", line 428, in load_app",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098626969Z
    return import_from_string(self.app),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098640499Z
"  File ""<frozen importlib._bootstrap>"", line 690, in _load_unlocked",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098710818Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098714148Z
"  File ""<frozen importlib._bootstrap_external>"", line 940, in exec_module",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098718667Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 22, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098718777Z
    raise exc from None,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098723117Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 19, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098727637Z
    module = importlib.import_module(module_str),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098732047Z
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098736557Z
"  File ""/mise/installs/python/3.11.9/lib/python3.11/importlib/__init__.py"", line 126, in import_module",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098740677Z
"    return _bootstrap._gcd_import(name[level:], package, level)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098746037Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098750647Z
"  File ""<frozen importlib._bootstrap>"", line 1204, in _gcd_import",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098757517Z
"  File ""<frozen importlib._bootstrap>"", line 1176, in _find_and_load",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098761327Z
"  File ""<frozen importlib._bootstrap>"", line 1147, in _find_and_load_unlocked",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098765477Z
"  File ""<frozen importlib._bootstrap>"", line 241, in _call_with_frames_removed",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098947403Z
"  File ""/app/api/index.py"", line 7, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098953373Z
    from api.engines.news_engine import NewsEngine,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098957403Z
"  File ""/app/api/engines/news_engine.py"", line 1, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098961793Z
    import httpx,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098965483Z
ModuleNotFoundError: No module named 'httpx',error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:32.098969653Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171584485Z
"  File ""/app/.venv/bin/uvicorn"", line 8, in <module>",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171589615Z
    sys.exit(main()),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171592795Z
             ^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171597124Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1569, in __call__",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171600094Z
"    return self.main(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171602664Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171605514Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1490, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171608444Z
    rv = self.invoke(ctx),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171612094Z
         ^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171614914Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 1353, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171618544Z
"    return ctx.invoke(self.callback, **ctx.params)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171621184Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171624064Z
"  File ""/app/.venv/lib/python3.11/site-packages/click/core.py"", line 907, in invoke",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171626474Z
"    return callback(*args, **kwargs)",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.171640944Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172710814Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 440, in main",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172715004Z
    run(,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172719234Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/main.py"", line 609, in run",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172723334Z
    config.load_app(),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172727024Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/config.py"", line 428, in load_app",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172730984Z
    return import_from_string(self.app),error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172735704Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172739764Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 22, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172743514Z
    raise exc from None,error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172746644Z
"  File ""/app/.venv/lib/python3.11/site-packages/uvicorn/importer.py"", line 19, in import_from_string",error,"{""level"":""error""}","{""project"":""586ae7c2-e5b4-48eb-a537-f49216717b2b"",""environment"":""497ce9b3-fb87-4b99-9cf7-6c7305d440e8"",""service"":""2f22293c-9116-4952-b24d-3937d322e2e1"",""deployment"":""704cae93-1883-49c0-86e2-2d8501274997"",""replica"":""d9785248-59d5-44a5-b319-189eccb33b49""}",2026-08-20T23:49:34.172750004Z
